"id","description","last_updated"
"1102812","Apples and pears, baby food, strained","2020-10-30"
"1102813","Apples and pears, baby food, junior","2020-10-30"
"1102814","Pears and pineapple, baby food, NS as to strained or junior","2020-10-30"
"1102815","Pears and pineapple, baby food, strained","2020-10-30"
"1102816","Pears and pineapple, baby food, junior","2020-10-30"
"1102817","Apple juice, baby food","2020-10-30"
"1102818","Apple juice, with added calcium, baby food","2020-10-30"
"1102819","Apple-fruit juice blend, baby food","2020-10-30"
"1102820","Apple-banana juice, baby food","2020-10-30"
"1102821","Apple-cherry juice, baby food","2020-10-30"
"1102822","Apple-grape juice, baby food","2020-10-30"
"1102823","Apple-peach juice, baby food","2020-10-30"
"1102824","Apple-prune juice, baby food","2020-10-30"
"1102825","Grape juice, baby food","2020-10-30"
"1102826","Mixed fruit juice, not citrus, baby food","2020-10-30"
"1102827","Mixed fruit juice, not citrus, with added calcium, baby food","2020-10-30"
"1102828","Orange juice, baby food","2020-10-30"
"1102829","Orange-apple-banana juice, baby food","2020-10-30"
"1102830","Pear juice, baby food","2020-10-30"
"1102831","Apple-sweet potato juice, baby food","2020-10-30"
"1102832","Orange-carrot juice, baby food","2020-10-30"
"1102833","Banana juice with lowfat yogurt, baby food","2020-10-30"
"1102834","Mixed fruit juice with lowfat yogurt, baby food","2020-10-30"
"1102835","Fruit juice and water drink, with high vitamin C and added calcium, baby food","2020-10-30"
"1102836","Plums, baby food, NS as to strained or junior","2020-10-30"
"1102837","Plums, baby food, strained","2020-10-30"
"1102838","Plums, baby food, junior","2020-10-30"
"1102839","Plums, bananas, and rice, baby food strained","2020-10-30"
"1102840","Prunes with oatmeal, baby food, strained","2020-10-30"
"1102841","Apricots, baby food, NS as to strained or junior","2020-10-30"
"1102842","Apricots, baby food, strained","2020-10-30"
"1102843","Apricots, baby food, junior","2020-10-30"
"1102844","Bananas, baby food, NS as to strained or junior","2020-10-30"
"1102845","Bananas, baby food, junior","2020-10-30"
"1102846","Bananas and pineapple, baby food, NS as to strained or junior","2020-10-30"
"1102847","Bananas and pineapple, baby food, strained","2020-10-30"
"1102848","Bananas and pineapple, baby food, junior","2020-10-30"
"1102849","Bananas and strawberry, baby food, junior","2020-10-30"
"1102850","Fruit dessert, baby food, NS as to strained or junior","2020-10-30"
"1102851","Fruit dessert, baby food, strained","2020-10-30"
"1102852","Fruit dessert, baby food, junior","2020-10-30"
"1102853","Fruit Supreme dessert, baby food","2020-10-30"
"1102854","Apple yogurt dessert, baby food, strained","2020-10-30"
"1102855","Banana apple dessert, baby food, strained","2020-10-30"
"1102856","Blueberry yogurt dessert, baby food, strained","2020-10-30"
"1102857","Mixed fruit yogurt dessert, baby food, strained","2020-10-30"
"1102858","Cherry cobbler, baby food, junior","2020-10-30"
"1102859","Peach cobbler, baby food, NS as to strained or junior","2020-10-30"
"1102860","Peach cobbler, baby food, strained","2020-10-30"
"1102861","Peach cobbler, baby food, junior","2020-10-30"
"1102862","Banana pudding, baby food, strained","2020-10-30"
"1102863","Banana yogurt dessert, baby food, strained","2020-10-30"
"1102864","Cherry vanilla pudding, baby food, strained","2020-10-30"
"1102865","Dutch apple dessert, baby food, NS as to strained or junior","2020-10-30"
"1102866","Dutch apple dessert, baby food, strained","2020-10-30"
"1102867","Dutch apple dessert, baby food, junior","2020-10-30"
"1102868","Peach yogurt dessert, baby food, strained","2020-10-30"
"1102869","Pineapple dessert, baby food, strained","2020-10-30"
"1102870","Mango dessert, baby food","2020-10-30"
"1102871","Tutti-fruitti pudding, baby food, NS as to strained or junior","2020-10-30"
"1102872","Tutti-fruitti pudding, baby food, strained","2020-10-30"
"1102873","Tutti-fruitti pudding, baby food, junior","2020-10-30"
"1102874","Fruit flavored snack, baby food","2020-10-30"
"1102875","Yogurt and fruit snack, baby food","2020-10-30"
"1102876","Apples and chicken, baby food, strained","2020-10-30"
"1102877","Apples with ham, baby food, strained","2020-10-30"
"1102878","Apples and sweet potatoes, baby food, strained","2020-10-30"
"1102879","Potato, NFS","2020-10-30"
"1102880","Potato, baked, NFS","2020-10-30"
"1102881","Potato, baked, peel not eaten","2020-10-30"
"1102882","Potato, boiled, NFS","2020-10-30"
"1102883","Potato, boiled, ready-to-heat","2020-10-30"
"1102884","Potato, boiled, from fresh, peel not eaten, NS as to fat","2020-10-30"
"1102885","Potato, boiled, from fresh, peel not eaten, no added fat","2020-10-30"
"1102886","Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type","2020-10-30"
"1102887","Potato, boiled, from fresh, peel not eaten, made with oil","2020-10-30"
"1102888","Potato, boiled, from fresh, peel not eaten, made with butter","2020-10-30"
"1102889","Potato, boiled, from fresh, peel not eaten, made with margarine","2020-10-30"
"1102890","Potato, boiled, from fresh, peel eaten, NS as to fat","2020-10-30"
"1102891","Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type","2020-10-30"
"1102892","Potato, boiled, from fresh,  peel eaten, no addded fat","2020-10-30"
"1102893","Potato, boiled, from fresh, peel eaten, made with oil","2020-10-30"
"1102894","Potato, boiled, from fresh, peel eaten, made with butter","2020-10-30"
"1102895","Potato, boiled, from fresh, peel eaten, made with margarine","2020-10-30"
"1102896","Potato, canned, NS as to fat","2020-10-30"
"1102897","Potato, canned, fat added, NS as to fat type","2020-10-30"
"1102898","Potato, canned, no added fat","2020-10-30"
"1102899","Potato, roasted, NFS","2020-10-30"
"1102900","Potato, roasted, from fresh, peel eaten, NS as to fat","2020-10-30"
"1102901","Potato, roasted, from fresh, peel eaten, no added fat","2020-10-30"
"1102902","Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type","2020-10-30"
"1102903","Potato, roasted, from fresh, peel eaten, made with oil","2020-10-30"
"1102904","Potato, roasted, from fresh, peel eaten, made with butter","2020-10-30"
"1102905","Potato, roasted, from fresh, peel eaten, made with margarine","2020-10-30"
"1102906","Potato, roasted, from fresh, peel not eaten, NS as to fat","2020-10-30"
"1102907","Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type","2020-10-30"
"1102908","Potato, roasted, from fresh, peel not eaten, no added fat","2020-10-30"
"1102909","Potato, roasted, from fresh, peel not eaten, made with oil","2020-10-30"
"1102910","Potato, roasted, from fresh, peel not eaten, made with butter","2020-10-30"
"1102911","Potato, roasted, from fresh, peel not eaten, made with margarine","2020-10-30"
"1102912","Potato, roasted, ready-to-heat","2020-10-30"
"1102913","Stewed potatoes, Puerto Rican style","2020-10-30"
"1102914","Potato only from Puerto Rican mixed dishes, gravy and other components reported separately","2020-10-30"
"1102915","Potato from Puerto Rican style stuffed pot roast, with gravy","2020-10-30"
"1102916","Potato from Puerto Rican beef stew, with gravy","2020-10-30"
"1102917","Potato from Puerto Rican chicken fricassee, with sauce","2020-10-30"
"1102918","Potato chips, NFS","2020-10-30"
"1102919","Potato chips, plain","2020-10-30"
"1102920","Potato chips, barbecue flavored","2020-10-30"
"1102921","Potato chips, sour cream and onion flavored","2020-10-30"
"1102922","Potato chips, cheese flavored","2020-10-30"
"1102923","Potato chips, other flavored","2020-10-30"
"1102924","Potato chips, ruffled, plain","2020-10-30"
"1102925","Potato chips, ruffled, barbecue flavored","2020-10-30"
"1102926","Potato chips, ruffled, sour cream and onion flavored","2020-10-30"
"1102927","Potato chips, ruffled, cheese flavored","2020-10-30"
"1102928","Potato chips, ruffled, other flavored","2020-10-30"
"1102929","Potato chips, restructured, plain","2020-10-30"
"1102930","Potato chips, restructured, flavored","2020-10-30"
"1102931","Potato chips, baked, plain","2020-10-30"
"1102932","Potato chips, baked, flavored","2020-10-30"
"1102933","Potato chips, reduced fat","2020-10-30"
"1102934","Potato chips, fat free","2020-10-30"
"1102935","Potato chips, restructured, reduced fat, lightly salted","2020-10-30"
"1102936","Potato chips, restructured, fat free","2020-10-30"
"1102937","Potato chips, unsalted","2020-10-30"
"1102938","Potato chips, reduced fat, unsalted","2020-10-30"
"1102939","Potato chips, lightly salted","2020-10-30"
"1102940","Potato chips, restructured, lightly salted","2020-10-30"
"1102941","Potato chips, popped, plain","2020-10-30"
"1102942","Potato chips, popped, flavored","2020-10-30"
"1102943","Potato chips, popped, NFS","2020-10-30"
"1102944","Potato sticks, plain","2020-10-30"
"1102945","Potato sticks, flavored","2020-10-30"
"1102946","Potato sticks, fry shaped","2020-10-30"
"1102947","Vegetable chips","2020-10-30"
"1102948","Potato, scalloped, NFS","2020-10-30"
"1102949","Potato, scalloped, from fast food or restaurant","2020-10-30"
"1102950","Potato, scalloped, from fresh","2020-10-30"
"1102951","Potato, scalloped, from fresh, with meat","2020-10-30"
"1102952","Potato, scalloped, from dry mix","2020-10-30"
"1102953","Potato, scalloped, from dry mix, with meat","2020-10-30"
"1102954","Potato, scalloped, ready-to-heat","2020-10-30"
"1102955","Potato, scalloped, ready-to-heat, with meat","2020-10-30"
"1102956","Potato, french fries, NFS","2020-10-30"
"1102957","Potato, french fries, NS as to fresh or frozen","2020-10-30"
"1102958","Potato, french fries, from fresh, fried","2020-10-30"
"1102959","Potato, french fries, from fresh, baked","2020-10-30"
"1102960","Potato, french fries, from frozen, baked","2020-10-30"
"1102961","Potato, french fries, fast food","2020-10-30"
"1102962","Potato, french fries, restaurant","2020-10-30"
"1102963","Potato, french fries, from frozen, fried","2020-10-30"
"1102964","Potato, french fries, school","2020-10-30"
"1102965","Potato, french fries, with cheese, fast food / restaurant","2020-10-30"
"1102966","Potato, french fries, with cheese, school","2020-10-30"
"1102967","Potato, french fries, with chili, fast food / restaurant","2020-10-30"
"1102968","Potato, french fries, with chili and cheese, fast food / restaurant","2020-10-30"
"1102969","Potato, french fries, with cheese","2020-10-30"
"1102970","Potato, french fries, with chili and cheese","2020-10-30"
"1102971","Potato, french fries, with chili","2020-10-30"
"1102972","Potato, home fries, NFS","2020-10-30"
"1102973","Potato, home fries, from restaurant / fast food","2020-10-30"
"1102974","Potato, home fries, from fresh","2020-10-30"
"1102975","Potato, home fries, ready-to-heat","2020-10-30"
"1102976","Potato, home fries, with vegetables","2020-10-30"
"1102977","Potato, hash brown, NFS","2020-10-30"
"1102978","Potato, hash brown, from fast food","2020-10-30"
"1102979","Potato, hash brown, from fast food, with cheese","2020-10-30"
"1102980","Potato, hash brown, from restaurant","2020-10-30"
"1102981","Potato, hash brown, from restaurant, with cheese","2020-10-30"
"1102982","Potato, hash brown, from school lunch","2020-10-30"
"1102983","Potato, hash brown, from fresh","2020-10-30"
"1102984","Potato, hash brown, from fresh, with cheese","2020-10-30"
"1102985","Potato, hash brown, from dry mix","2020-10-30"
"1102986","Potato, hash brown, ready-to-heat","2020-10-30"
"1102987","Potato, hash brown, ready-to-heat, with cheese","2020-10-30"
"1102988","Potato skins without topping","2020-10-30"
"1102989","Potato skins, with cheese","2020-10-30"
"1102990","Potato skins, with cheese and bacon","2020-10-30"
"1102991","Potato skins, NFS","2020-10-30"
"1102992","Potato, mashed, NFS","2020-10-30"
"1102993","Potato, mashed, from fast food","2020-10-30"
"1102994","Potato, mashed, from fast food, with gravy","2020-10-30"
"1102995","Potato, mashed, ready-to-heat","2020-10-30"
"1102996","Potato, mashed, from fresh, made with milk","2020-10-30"
"1102997","Potato, mashed, from fresh, made with milk, with cheese","2020-10-30"
"1102998","Potato, mashed, from fresh, made with milk, with gravy","2020-10-30"
"1102999","Potato, mashed, from fresh, NFS","2020-10-30"
"1103000","Potato, mashed, from restaurant","2020-10-30"
"1103001","Potato, mashed, from restaurant, with gravy","2020-10-30"
"1103002","Potato, mashed, from school lunch","2020-10-30"
"1103003","Potato, mashed, from dry mix, NFS","2020-10-30"
"1103004","Potato, mashed, from dry mix, made with milk","2020-10-30"
"1103005","Potato, mashed, from dry mix, made with milk, with cheese","2020-10-30"
"1103006","Potato, mashed, from dry mix, made with milk, with gravy","2020-10-30"
"1103007","Potato, mashed, ready-to-heat, NFS","2020-10-30"
"1103008","Potato, mashed, ready-to-heat, with cheese","2020-10-30"
"1103009","Potato, mashed, ready-to-heat, with gravy","2020-10-30"
"1103010","Potato patty","2020-10-30"
"1103011","Potato tots, NFS","2020-10-30"
"1103012","Potato tots, fast food / restaurant","2020-10-30"
"1103013","Potato tots, school","2020-10-30"
"1103014","Potato tots, from fresh, fried or baked","2020-10-30"
"1103015","Potato tots, frozen, baked","2020-10-30"
"1103016","Potato tots, frozen, fried","2020-10-30"
"1103017","Potato tots, frozen, NS as to fried or baked","2020-10-30"
"1103018","Potato, baked, peel not eaten, with butter","2020-10-30"
"1103019","Potato, baked, peel not eaten, with sour cream","2020-10-30"
"1103020","Potato, baked, peel not eaten, with cheese","2020-10-30"
"1103021","Potato, baked, peel not eaten, with meat","2020-10-30"
"1103022","Potato, baked, peel not eaten, with chili","2020-10-30"
"1103023","Potato, baked, peel not eaten, with vegetables","2020-10-30"
"1103024","Potato, baked, peel eaten","2020-10-30"
"1103025","Potato, baked, peel eaten, with butter","2020-10-30"
"1103026","Potato, baked, peel eaten, with sour cream","2020-10-30"
"1103027","Potato, baked, peel eaten, with cheese","2020-10-30"
"1103028","Potato, baked, peel eaten, with meat","2020-10-30"
"1103029","Potato, baked, peel eaten, with chili","2020-10-30"
"1103030","Potato, baked, peel eaten, with vegetables","2020-10-30"
"1103031","Potato salad with egg, from restaurant","2020-10-30"
"1103032","Potato salad with egg, made with mayonnaise","2020-10-30"
"1103033","Potato salad with egg, made with light mayonnaise","2020-10-30"
"1103034","Potato salad with egg, made with mayonnaise-type salad dressing","2020-10-30"
"1103035","Potato salad with egg, made with light mayonnaise-type salad dressing","2020-10-30"
"1103036","Potato salad with egg, made with creamy dressing","2020-10-30"
"1103037","Potato salad with egg, made with light creamy dressing","2020-10-30"
"1103038","Potato salad with egg, made with Italian dressing","2020-10-30"
"1103039","Potato salad with egg, made with light Italian dressing","2020-10-30"
"1103040","Potato salad with egg, made with any type of fat free dressing","2020-10-30"
"1103041","Potato salad, German style","2020-10-30"
"1103042","Potato salad, from restaurant","2020-10-30"
"1103043","Potato salad, made with mayonnaise","2020-10-30"
"1103044","Potato salad, made with light mayonnaise","2020-10-30"
"1103045","Potato salad, made with mayonnaise-type salad dressing","2020-10-30"
"1103046","Potato salad, made with light mayonnaise-type salad dressing","2020-10-30"
"1103047","Potato salad, made with creamy dressing","2020-10-30"
"1103048","Potato salad, made with light creamy dressing","2020-10-30"
"1103049","Potato salad, made with Italian dressing","2020-10-30"
"1103050","Potato salad, made with light Italian dressing","2020-10-30"
"1103051","Potato salad, made with any type of fat free dressing","2020-10-30"
"1103052","Potato pancake","2020-10-30"
"1103053","Lefse (Norwegian)","2020-10-30"
"1103054","Stewed potatoes","2020-10-30"
"1103055","Stewed potatoes with tomatoes","2020-10-30"
"1103056","Potato soup, NS as to made with milk or water","2020-10-30"
"1103057","Potato soup, cream of, prepared with milk","2020-10-30"
"1103058","Potato soup, prepared with water","2020-10-30"
"1103059","Potato and cheese soup","2020-10-30"
"1103060","Potato chowder","2020-10-30"
"1103061","Plantain soup, Puerto Rican style","2020-10-30"
"1103062","Plantain, cooked, no added fat","2020-10-30"
"1103063","Plantain, cooked with oil","2020-10-30"
"1103064","Ripe plantain, raw","2020-10-30"
"1103065","Plantain, cooked, fat added, NS as to fat type","2020-10-30"
"1103066","Plantain, cooked with butter or margarine","2020-10-30"
"1103067","Plantain chips","2020-10-30"
"1103068","Green banana, cooked in salt water","2020-10-30"
"1103069","Green banana, fried","2020-10-30"
"1103070","Cassava, cooked","2020-10-30"
"1103071","Yuca fries","2020-10-30"
"1103072","Casabe, cassava bread","2020-10-30"
"1103073","Yam, cooked, Puerto Rican","2020-10-30"
"1103074","Yam buns; Puerto Rican style","2020-10-30"
"1103075","Tannier, cooked","2020-10-30"
"1103076","Celeriac, cooked","2020-10-30"
"1103077","Dasheen, cooked","2020-10-30"
"1103078","Taro, cooked","2020-10-30"
"1103079","Fufu","2020-10-30"
"1103080","Poi","2020-10-30"
"1103081","Taro chips","2020-10-30"
"1103082","Beet greens, raw","2020-10-30"
"1103083","Beet greens, cooked","2020-10-30"
"1103084","Broccoli raab, raw","2020-10-30"
"1103085","Broccoli raab, cooked","2020-10-30"
"1103086","Chard, raw","2020-10-30"
"1103087","Chard, cooked","2020-10-30"
"1103088","Collards, raw","2020-10-30"
"1103089","Collards, fresh, cooked, no added fat","2020-10-30"
"1103090","Collards, frozen, cooked, no added fat","2020-10-30"
"1103091","Collards, canned, cooked, no added fat","2020-10-30"
"1103092","Collards, NS as to form, cooked","2020-10-30"
"1103093","Collards, fresh, cooked, fat added, NS as to fat type","2020-10-30"
"1103094","Collards, frozen, cooked, fat added, NS as to fat type","2020-10-30"
"1103095","Collards, canned, cooked, fat added, NS as to fat type","2020-10-30"
"1103096","Collards, fresh, cooked with oil","2020-10-30"
"1103097","Collards, fresh, cooked with butter or margarine","2020-10-30"
"1103098","Collards, frozen, cooked with oil","2020-10-30"
"1103099","Collards, frozen, cooked with butter or margarine","2020-10-30"
"1103100","Collards, canned, cooked with oil","2020-10-30"
"1103101","Collards, canned, cooked with butter or margarine","2020-10-30"
"1103102","Cress, raw","2020-10-30"
"1103103","Cress, cooked","2020-10-30"
"1103104","Dandelion greens, raw","2020-10-30"
"1103105","Dandelion greens, cooked","2020-10-30"
"1103106","Romaine lettuce, raw","2020-10-30"
"1103107","Caesar salad, with romaine, no dressing","2020-10-30"
"1103108","Escarole, cooked","2020-10-30"
"1103109","Greens, fresh, cooked, no added fat","2020-10-30"
"1103110","Greens, frozen, cooked, no added fat","2020-10-30"
"1103111","Greens, canned, cooked, no added fat","2020-10-30"
"1103112","Greens, NS as to form, cooked","2020-10-30"
"1103113","Greens, fresh, cooked, fat added","2020-10-30"
"1103114","Greens, frozen, cooked, fat added","2020-10-30"
"1103115","Greens, canned, cooked, fat added","2020-10-30"
"1103116","Kale, raw","2020-10-30"
"1103117","Kale, fresh, cooked, no added fat","2020-10-30"
"1103118","Kale, frozen, cooked, no added fat","2020-10-30"
"1103119","Kale, canned, cooked, no added fat","2020-10-30"
"1103120","Kale, NS as to form, cooked","2020-10-30"
"1103121","Kale, fresh, cooked, fat added","2020-10-30"
"1103122","Kale, frozen, cooked, fat added","2020-10-30"
"1103123","Kale, canned, cooked, fat added","2020-10-30"
"1103124","Lambsquarter, cooked","2020-10-30"
"1103125","Mustard cabbage, cooked","2020-10-30"
"1103126","Mustard greens, raw","2020-10-30"
"1103127","Mustard greens, fresh, cooked, no added fat","2020-10-30"
"1103128","Mustard greens, frozen, cooked, no added fat","2020-10-30"
"1103129","Mustard greens, canned, cooked, no added fat","2020-10-30"
"1103130","Mustard greens, NS as to form, cooked","2020-10-30"
"1103131","Mustard greens, fresh, cooked, fat added","2020-10-30"
"1103132","Mustard greens, frozen, cooked, fat added","2020-10-30"
"1103133","Mustard greens, canned, cooked, fat added","2020-10-30"
"1103134","Poke greens, cooked","2020-10-30"
"1103135","Radicchio, raw","2020-10-30"
"1103136","Spinach, raw","2020-10-30"
"1103137","Spinach, fresh, cooked, no added fat","2020-10-30"
"1103138","Spinach, frozen, cooked, no added fat","2020-10-30"
"1103139","Spinach, canned, cooked, no added fat","2020-10-30"
"1103140","Spinach, fresh, cooked with oil","2020-10-30"
"1103141","Spinach, fresh, cooked with butter or margarine","2020-10-30"
"1103142","Spinach, NS as to form, cooked","2020-10-30"
"1103143","Spinach, fresh, cooked, fat added, NS as to fat type","2020-10-30"
"1103144","Spinach, frozen, cooked, fat added, NS as to fat type","2020-10-30"
"1103145","Spinach, canned, cooked, fat added, NS as to fat type","2020-10-30"
"1103146","Spinach, frozen, cooked with oil","2020-10-30"
"1103147","Spinach, frozen, cooked with butter or margarine","2020-10-30"
"1103148","Spinach, canned, cooked with oil","2020-10-30"
"1103149","Spinach, canned, cooked with butter or margarine","2020-10-30"
"1103150","Spinach, creamed","2020-10-30"
"1103151","Spinach souffle","2020-10-30"
"1103152","Spinach and cheese casserole","2020-10-30"
"1103153","Palak Paneer","2020-10-30"
"1103154","Channa Saag","2020-10-30"
"1103155","Taro leaves, cooked","2020-10-30"
"1103156","Thistle leaves, cooked","2020-10-30"
"1103157","Turnip greens, fresh, cooked, no added fat","2020-10-30"
"1103158","Turnip greens, frozen, cooked, no added fat","2020-10-30"
"1103159","Turnip greens, canned, cooked, no added fat","2020-10-30"
"1103160","Turrnip greens, NS as to form, cooked","2020-10-30"
"1103161","Turnip greens, fresh, cooked, fat added","2020-10-30"
"1103162","Turnip greens, frozen, cooked, fat added","2020-10-30"
"1103163","Turnip greens, canned, cooked, fat added","2020-10-30"
"1103164","Turnip greens, canned, reduced sodium, cooked, no added fat","2020-10-30"
"1103165","Turnip greens, canned, reduced sodium, cooked, fat added","2020-10-30"
"1103166","Watercress, raw","2020-10-30"
"1103167","Watercress, cooked","2020-10-30"
"1103168","Bitter melon, horseradish, jute, or radish leaves, cooked","2020-10-30"
"1103169","Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked","2020-10-30"
"1103170","Broccoli, raw","2020-10-30"
"1103171","Broccoli, cooked, from restaurant","2020-10-30"
"1103172","Broccoli, fresh, cooked, no added fat","2020-10-30"
"1103173","Broccoli, frozen, cooked, no added fat","2020-10-30"
"1103174","Broccoli, NS as to form, cooked","2020-10-30"
"1103175","Broccoli, fresh, cooked, fat added, NS as to fat type","2020-10-30"
"1103176","Broccoli, frozen, cooked, fat added, NS as to fat type","2020-10-30"
"1103177","Broccoli, fresh, cooked with oil","2020-10-30"
"1103178","Broccoli, fresh, cooked with butter or margarine","2020-10-30"
"1103179","Broccoli, frozen, cooked with oil","2020-10-30"
"1103180","Broccoli, frozen, cooked with butter or margarine","2020-10-30"
"1103181","Broccoli casserole with noodles","2020-10-30"
"1103182","Broccoli casserole with rice","2020-10-30"
"1103183","Fried broccoli","2020-10-30"
"1103184","Broccoli, chinese, raw","2020-10-30"
"1103185","Broccoli, Chinese, cooked","2020-10-30"
"1103186","Broccoli soup, prepared with milk, home recipe, canned or ready-to-serve","2020-10-30"
"1103187","Broccoli soup, prepared with water, home recipe, canned, or ready-to-serve","2020-10-30"
"1103188","Broccoli cheese soup, prepared with milk, home recipe, canned, or ready-to-serve","2020-10-30"
"1103189","Watercress broth with shrimp","2020-10-30"
"1103190","Spinach soup","2020-10-30"
"1103191","Dark-green leafy vegetable soup with meat, Asian style","2020-10-30"
"1103192","Dark-green leafy vegetable soup, meatless, Asian style","2020-10-30"
"1103193","Carrots, raw","2020-10-30"
"1103194","Carrots, raw, salad","2020-10-30"
"1103195","Carrots, raw, salad with apples","2020-10-30"
"1103196","Carrots, cooked, from restaurant","2020-10-30"
"1103197","Carrots, fresh, cooked, no added fat","2020-10-30"
"1103198","Carrots, frozen, cooked, no added fat","2020-10-30"
"1103199","Carrots, canned, cooked, no added fat","2020-10-30"
"1103200","Carrots, fresh, cooked with oil","2020-10-30"
"1103201","Carrots, fresh, cooked with butter or margarine","2020-10-30"
"1103202","Carrots, NS as to form, cooked","2020-10-30"
"1103203","Carrots, fresh, cooked, fat added, NS as to fat type","2020-10-30"
"1103204","Carrots, frozen, cooked, fat added, NS as to fat type","2020-10-30"
"1103205","Carrots, canned, cooked, fat added, NS as to fat type","2020-10-30"
"1103206","Carrots, frozen, cooked with oil","2020-10-30"
"1103207","Carrots, frozen, cooked with butter or margarine","2020-10-30"
"1103208","Carrots, canned, cooked with oil","2020-10-30"
"1103209","Carrots, canned, cooked with butter or margarine","2020-10-30"
"1103210","Carrots, glazed, cooked","2020-10-30"
"1103211","Carrots, canned, reduced sodium, cooked, no added fat","2020-10-30"
"1103212","Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type","2020-10-30"
"1103213","Carrots, canned, reduced sodium, cooked with oil","2020-10-30"
"1103214","Carrots, canned, reduced sodium, cooked with butter or margarine","2020-10-30"
"1103215","Beet juice","2020-10-30"
"1103216","Carrot juice, 100%","2020-10-30"
"1103217","Peas and carrots, fresh, cooked, no added fat","2020-10-30"
"1103218","Peas and carrots, frozen, cooked, no added fat","2020-10-30"
"1103219","Peas and carrots, canned, cooked, no added fat","2020-10-30"
"1103220","Peas and carrots, cooked, NS as to form","2020-10-30"
"1103221","Peas and carrots, fresh, cooked, fat added","2020-10-30"
"1103222","Peas and carrots, frozen, cooked, fat added","2020-10-30"
"1103223","Peas and carrots, canned, cooked, fat added","2020-10-30"
"1103224","Pumpkin, canned, cooked","2020-10-30"
"1103225","Pumpkin, cooked","2020-10-30"
"1103226","Calabaza, cooked","2020-10-30"
"1103227","Sweet potato and pumpkin casserole, Puerto Rican style","2020-10-30"
"1103228","Winter squash, raw","2020-10-30"
"1103229","Winter squash, cooked, no added fat","2020-10-30"
"1103230","Winter squash, cooked, fat added","2020-10-30"
"1103231","Squash fritter or cake","2020-10-30"
"1103232","Squash, winter, souffle","2020-10-30"
"1103233","Sweet potato, NFS","2020-10-30"
"1103234","Sweet potato, baked, peel eaten, NS as to fat","2020-10-30"
"1103235","Sweet potato, baked, peel eaten, no added fat","2020-10-30"
"1103236","Sweet potato, baked, peel eaten, fat added, NS as to fat type","2020-10-30"
"1103237","Sweet potato, baked, peel eaten, made with oil","2020-10-30"
"1103238","Sweet potato, baked, peel eaten, made with butter","2020-10-30"
"1103239","Sweet potato, baked, peel eaten, made with margarine","2020-10-30"
"1103240","Sweet potato, baked, peel not eaten, NS as to fat","2020-10-30"
"1103241","Sweet potato, baked, peel not eaten, no added fat","2020-10-30"
"1103242","Sweet potato, baked, peel not eaten, fat added, NS as to fat type","2020-10-30"
"1103243","Sweet potato, baked, peel not eaten, made with oil","2020-10-30"
"1103244","Sweet potato, baked, peel not eaten, made with butter","2020-10-30"
"1103245","Sweet potato, baked, peel not eaten, made with margarine","2020-10-30"
"1103246","Sweet potato, boiled, NS as to fat","2020-10-30"
"1103247","Sweet potato, boiled, no added fat","2020-10-30"
"1103248","Sweet potato, boiled, fat added, NS as to fat type","2020-10-30"
"1103249","Sweet potato, boiled, made with oil","2020-10-30"
"1103250","Sweet potato, boiled, made with butter","2020-10-30"
"1103251","Sweet potato, boiled, made with margarine","2020-10-30"
"1103252","Sweet potato, candied","2020-10-30"
"1103253","Sweet potato, canned, NS as to fat","2020-10-30"
"1103254","Sweet potato, canned, no added fat","2020-10-30"
"1103255","Sweet potato, canned, fat added","2020-10-30"
"1103256","Sweet potato, casserole or mashed","2020-10-30"
"1103257","Sweet potato fries, NFS","2020-10-30"
"1103258","Sweet potato chips","2020-10-30"
"1103259","Sweet potato fries, NS as to fresh or frozen","2020-10-30"
"1103260","Sweet potato fries, frozen, fried","2020-10-30"
"1103261","Sweet potato fries, frozen, baked","2020-10-30"
"1103262","Sweet potato fries, from fresh, fried","2020-10-30"
"1103263","Sweet potato fries, from fresh, baked","2020-10-30"
"1103264","Sweet potato fries, fast food / restaurant","2020-10-30"
"1103265","Sweet potato fries, school","2020-10-30"
"1103266","Sweet potato tots, NFS","2020-10-30"
"1103267","Sweet potato tots, from frozen, fried","2020-10-30"
"1103268","Sweet potato tots, from frozen, baked","2020-10-30"
"1103269","Sweet potato tots, from frozen, NS as to fried or baked","2020-10-30"
"1103270","Sweet potato tots, fast food / restaurant","2020-10-30"
"1103271","Sweet potato tots, school","2020-10-30"
"1103272","Sweet potato, yellow, Puerto Rican, cooked","2020-10-30"
"1103273","Carrot soup, cream of, prepared with milk, home recipe, canned or ready-to-serve","2020-10-30"
"1103274","Carrot with rice soup, cream of, prepared with milk, home recipe, canned or ready-to-serve","2020-10-30"
"1103275","Squash, winter type, soup, home recipe, canned, or ready-to-serve","2020-10-30"
"1103276","Tomatoes, raw","2020-10-30"
"1103277","Tomatoes, NS as to form, cooked","2020-10-30"
"1103278","Tomatoes, fresh, cooked","2020-10-30"
"1103279","Tomatoes, canned, cooked","2020-10-30"
"1103280","Tomatoes, scalloped","2020-10-30"
