"id","description","last_updated"
"1098946","Porgy, cooked, NS as to cooking method","2020-10-30"
"1098947","Porgy, baked or broiled, fat added","2020-10-30"
"1098948","Porgy, baked or broiled, no added fat","2020-10-30"
"1098949","Porgy, coated, baked or broiled, fat added","2020-10-30"
"1098950","Porgy, coated, baked or broiled, no added fat","2020-10-30"
"1098951","Porgy, coated, fried","2020-10-30"
"1098952","Porgy, steamed or poached","2020-10-30"
"1098953","Ray, cooked, NS as to cooking method","2020-10-30"
"1098954","Ray, baked or broiled, fat added","2020-10-30"
"1098955","Ray, baked or broiled, no added fat","2020-10-30"
"1098956","Ray, coated, baked or broiled, fat added","2020-10-30"
"1098957","Ray, coated, baked or broiled, no added fat","2020-10-30"
"1098958","Ray, coated, fried","2020-10-30"
"1098959","Ray, steamed or poached","2020-10-30"
"1098960","Salmon, raw","2020-10-30"
"1098961","Salmon, cooked, NS as to cooking method","2020-10-30"
"1098962","Salmon, baked or broiled, made with oil","2020-10-30"
"1098963","Salmon, baked or broiled, made with butter","2020-10-30"
"1098964","Salmon, baked or broiled, made with margarine","2020-10-30"
"1098965","Salmon, baked or broiled, no added fat","2020-10-30"
"1098966","Salmon, baked or broiled, made with cooking spray","2020-10-30"
"1098967","Salmon, coated, baked or broiled, made with oil","2020-10-30"
"1098968","Salmon, coated, baked or broiled, made with butter","2020-10-30"
"1098969","Salmon, coated, baked or broiled, made with margarine","2020-10-30"
"1098970","Salmon, coated, baked or broiled, no added fat","2020-10-30"
"1098971","Salmon, coated, baked or broiled, made with cooking spray","2020-10-30"
"1098972","Salmon, coated, fried, made with oil","2020-10-30"
"1098973","Salmon, coated, fried, made with butter","2020-10-30"
"1098974","Salmon, coated, fried, made with margarine","2020-10-30"
"1098975","Salmon, coated, fried, no added fat","2020-10-30"
"1098976","Salmon, coated, fried, made with cooking spray","2020-10-30"
"1098977","Salmon, steamed or poached","2020-10-30"
"1098978","Salmon, dried","2020-10-30"
"1098979","Salmon, canned","2020-10-30"
"1098980","Salmon, smoked","2020-10-30"
"1098981","Sardines, cooked","2020-10-30"
"1098982","Sardines, dried","2020-10-30"
"1098983","Sardines, canned in oil","2020-10-30"
"1098984","Sardines, skinless, boneless, packed in water","2020-10-30"
"1098985","Sea bass, cooked, NS as to cooking method","2020-10-30"
"1098986","Sea bass, baked or broiled, fat added","2020-10-30"
"1098987","Sea bass, baked or broiled, no added fat","2020-10-30"
"1098988","Sea bass, coated, baked or broiled, fat added","2020-10-30"
"1098989","Sea bass, coated, baked or broiled, no added fat","2020-10-30"
"1098990","Sea bass, coated, fried","2020-10-30"
"1098991","Sea bass, steamed or poached","2020-10-30"
"1098992","Sea bass, pickled","2020-10-30"
"1098993","Shark, cooked, NS as to cooking method","2020-10-30"
"1098994","Shark, baked or broiled, fat added","2020-10-30"
"1098995","Shark, baked or broiled, no added fat","2020-10-30"
"1098996","Shark, coated, baked or broiled, fat added","2020-10-30"
"1098997","Shark, coated, baked or broiled, no added fat","2020-10-30"
"1098998","Shark, coated, fried","2020-10-30"
"1098999","Shark, steamed or poached","2020-10-30"
"1099000","Sturgeon, cooked, NS as to cooking method","2020-10-30"
"1099001","Sturgeon, baked or broiled, fat added","2020-10-30"
"1099002","Sturgeon, steamed","2020-10-30"
"1099003","Sturgeon, coated, fried","2020-10-30"
"1099004","Sturgeon, smoked","2020-10-30"
"1099005","Swordfish, cooked, NS as to cooking method","2020-10-30"
"1099006","Swordfish, baked or broiled, fat added","2020-10-30"
"1099007","Swordfish, baked or broiled, no added fat","2020-10-30"
"1099008","Swordfish, coated, baked or broiled, fat added","2020-10-30"
"1099009","Swordfish, coated, baked or broiled, no added fat","2020-10-30"
"1099010","Swordfish, coated, fried","2020-10-30"
"1099011","Swordfish, steamed or poached","2020-10-30"
"1099012","Trout, cooked, NS as to cooking method","2020-10-30"
"1099013","Trout, baked or broiled, made with oil","2020-10-30"
"1099014","Trout, baked or broiled, made with butter","2020-10-30"
"1099015","Trout, baked or broiled, made with margarine","2020-10-30"
"1099016","Trout, baked or broiled, no added fat","2020-10-30"
"1099017","Trout, baked or broiled, made with cooking spray","2020-10-30"
"1099018","Trout, coated, baked or broiled, made with oil","2020-10-30"
"1099019","Trout, coated, baked or broiled, made with butter","2020-10-30"
"1099020","Trout, coated, baked or broiled, made with margarine","2020-10-30"
"1099021","Trout, coated, baked or broiled, no added fat","2020-10-30"
"1099022","Trout, coated, baked or broiled, made with cooking spray","2020-10-30"
"1099023","Trout, coated, fried, made with oil","2020-10-30"
"1099024","Trout, coated, fried, made with butter","2020-10-30"
"1099025","Trout, coated, fried, made with margarine","2020-10-30"
"1099026","Trout, coated, fried, no added fat","2020-10-30"
"1099027","Trout, coated, fried, made with cooking spray","2020-10-30"
"1099028","Trout, steamed or poached","2020-10-30"
"1099029","Trout, smoked","2020-10-30"
"1099030","Tuna, fresh, raw","2020-10-30"
"1099031","Tuna, fresh, cooked, NS as to cooking method","2020-10-30"
"1099032","Tuna, fresh, baked or broiled, fat added","2020-10-30"
"1099033","Tuna, fresh, baked or broiled, no added fat","2020-10-30"
"1099034","Tuna, fresh, coated, baked or broiled, fat added","2020-10-30"
"1099035","Tuna, fresh, coated, baked or broiled, no added fat","2020-10-30"
"1099036","Tuna, fresh, coated, fried","2020-10-30"
"1099037","Tuna, fresh, steamed or poached","2020-10-30"
"1099038","Tuna, fresh, dried","2020-10-30"
"1099039","Tuna, fresh, smoked","2020-10-30"
"1099040","Tuna, canned, NS as to oil or water pack","2020-10-30"
"1099041","Tuna, canned, oil pack","2020-10-30"
"1099042","Tuna, canned, water pack","2020-10-30"
"1099043","Whiting, cooked, NS as to cooking method","2020-10-30"
"1099044","Whiting, baked or broiled, made with oil","2020-10-30"
"1099045","Whiting, baked or broiled, made with butter","2020-10-30"
"1099046","Whiting, baked or broiled, made with margarine","2020-10-30"
"1099047","Whiting, baked or broiled, no added fat","2020-10-30"
"1099048","Whiting, baked or broiled, made with cooking spray","2020-10-30"
"1099049","Whiting, coated, baked or broiled, made with oil","2020-10-30"
"1099050","Whiting, coated, baked or broiled, made with butter","2020-10-30"
"1099051","Whiting, coated, baked or broiled, made with margarine","2020-10-30"
"1099052","Whiting, coated, baked or broiled, no added fat","2020-10-30"
"1099053","Whiting, coated, baked or broiled, made with cooking spray","2020-10-30"
"1099054","Whiting, coated, fried, made with oil","2020-10-30"
"1099055","Whiting, coated, fried, made with butter","2020-10-30"
"1099056","Whiting, coated, fried, made with margarine","2020-10-30"
"1099057","Whiting, coated, fried, no added fat","2020-10-30"
"1099058","Whiting, coated, fried, made with cooking spray","2020-10-30"
"1099059","Whiting, steamed or poached","2020-10-30"
"1099060","Tilapia, cooked, NS as to cooking method","2020-10-30"
"1099061","Tilapia, baked or broiled, made with oil","2020-10-30"
"1099062","Tilapia, baked or broiled, made with butter","2020-10-30"
"1099063","Tilapia, baked or broiled, made with margarine","2020-10-30"
"1099064","Tilapia, baked or broiled, no added fat","2020-10-30"
"1099065","Tilapia, baked or broiled, made with cooking spray","2020-10-30"
"1099066","Tilapia, coated, baked or broiled, made with oil","2020-10-30"
"1099067","Tilapia, coated, baked or broiled, made with butter","2020-10-30"
"1099068","Tilapia, coated, baked or broiled, made with margarine","2020-10-30"
"1099069","Tilapia, coated, baked or broiled, no added fat","2020-10-30"
"1099070","Tilapia, coated, baked or broiled, made with cooking spray","2020-10-30"
"1099071","Tilapia, coated, fried, made with oil","2020-10-30"
"1099072","Tilapia, coated, fried, made with butter","2020-10-30"
"1099073","Tilapia, coated, fried, made with margarine","2020-10-30"
"1099074","Tilapia, coated, fried, no added fat","2020-10-30"
"1099075","Tilapia, coated, fried, made with cooking spray","2020-10-30"
"1099076","Tilapia, steamed or poached","2020-10-30"
"1099077","Frog legs, NS as to cooking method","2020-10-30"
"1099078","Frog legs, steamed","2020-10-30"
"1099079","Octopus, cooked, NS as to cooking method","2020-10-30"
"1099080","Octopus, steamed","2020-10-30"
"1099081","Octopus, dried","2020-10-30"
"1099082","Octopus, dried, boiled","2020-10-30"
"1099083","Octopus, smoked","2020-10-30"
"1099084","Roe, shad, cooked","2020-10-30"
"1099085","Roe, herring","2020-10-30"
"1099086","Roe, sturgeon","2020-10-30"
"1099087","Squid, raw","2020-10-30"
"1099088","Squid, baked or broiled, fat added","2020-10-30"
"1099089","Squid, baked or broiled, no added fat","2020-10-30"
"1099090","Squid, coated, baked or broiled, fat added","2020-10-30"
"1099091","Squid, coated, baked or broiled, no added fat","2020-10-30"
"1099092","Squid, coated, fried","2020-10-30"
"1099093","Squid, steamed or boiled","2020-10-30"
"1099094","Squid, dried","2020-10-30"
"1099095","Squid, pickled","2020-10-30"
"1099096","Squid, canned","2020-10-30"
"1099097","Turtle, cooked, NS as to cooking method","2020-10-30"
"1099098","Abalone, cooked, NS as to cooking method","2020-10-30"
"1099099","Abalone, floured or breaded, fried","2020-10-30"
"1099100","Abalone, steamed or poached","2020-10-30"
"1099101","Clams, raw","2020-10-30"
"1099102","Clams, cooked, NS as to cooking method","2020-10-30"
"1099103","Clams, baked or broiled, fat added","2020-10-30"
"1099104","Clams, baked or broiled, no added fat","2020-10-30"
"1099105","Clams, coated, baked or broiled, fat added","2020-10-30"
"1099106","Clams, coated, baked or broiled, no added fat","2020-10-30"
"1099107","Clams, coated, fried","2020-10-30"
"1099108","Clams, steamed or boiled","2020-10-30"
"1099109","Clams, canned","2020-10-30"
"1099110","Clams, smoked, in oil","2020-10-30"
"1099111","Crab, cooked, NS as to cooking method","2020-10-30"
"1099112","Crab, baked or broiled, fat added","2020-10-30"
"1099113","Crab, baked or broiled, no added fat","2020-10-30"
"1099114","Crab, coated, baked or broiled, fat added","2020-10-30"
"1099115","Crab, coated, baked or broiled, no added fat","2020-10-30"
"1099116","Crab, hard shell, steamed","2020-10-30"
"1099117","Crab, canned","2020-10-30"
"1099118","Crab, soft shell, coated, fried","2020-10-30"
"1099119","Crayfish, coated, fried","2020-10-30"
"1099120","Crayfish, boiled or steamed","2020-10-30"
"1099121","Lobster, cooked, NS as to cooking method","2020-10-30"
"1099122","Lobster, baked or broiled, fat added","2020-10-30"
"1099123","Lobster, baked or broiled, no added fat","2020-10-30"
"1099124","Lobster, coated, fried","2020-10-30"
"1099125","Lobster, steamed or boiled","2020-10-30"
"1099126","Lobster, coated, baked or broiled, fat added","2020-10-30"
"1099127","Lobster, coated, baked or broiled, no added fat","2020-10-30"
"1099128","Lobster, canned","2020-10-30"
"1099129","Mussels, raw","2020-10-30"
"1099130","Mussels, cooked, NS as to cooking method","2020-10-30"
"1099131","Mussels, steamed or poached","2020-10-30"
"1099132","Oysters, raw","2020-10-30"
"1099133","Oysters, cooked, NS as to cooking method","2020-10-30"
"1099134","Oysters, baked or broiled, fat added","2020-10-30"
"1099135","Oysters, baked or broiled, no added fat","2020-10-30"
"1099136","Oysters, steamed","2020-10-30"
"1099137","Oysters, coated, fried","2020-10-30"
"1099138","Oysters, coated, baked or broiled, fat added","2020-10-30"
"1099139","Oysters, coated, baked or broiled, no added fat","2020-10-30"
"1099140","Oysters, canned","2020-10-30"
"1099141","Oysters, smoked","2020-10-30"
"1099142","Scallops, cooked, NS as to cooking method","2020-10-30"
"1099143","Scallops, baked or broiled, fat added","2020-10-30"
"1099144","Scallops, baked or broiled, no added fat","2020-10-30"
"1099145","Scallops, steamed or boiled","2020-10-30"
"1099146","Scallops, coated, fried","2020-10-30"
"1099147","Scallops, coated, baked or broiled, fat added","2020-10-30"
"1099148","Scallops, coated, baked or broiled, no added fat","2020-10-30"
"1099149","Shrimp, cooked, NS as to cooking method","2020-10-30"
"1099150","Shrimp, baked or broiled, made with oil","2020-10-30"
"1099151","Shrimp, baked or broiled, made with butter","2020-10-30"
"1099152","Shrimp, baked or broiled, made with margarine","2020-10-30"
"1099153","Shrimp, baked or broiled, no added fat","2020-10-30"
"1099154","Shrimp, baked or broiled, made with cooking spray","2020-10-30"
"1099155","Shrimp, steamed or boiled","2020-10-30"
"1099156","Shrimp, coated, fried, made with oil","2020-10-30"
"1099157","Shrimp, coated, fried, made with butter","2020-10-30"
"1099158","Shrimp, coated, fried, made with margarine","2020-10-30"
"1099159","Shrimp, coated, fried, no added fat","2020-10-30"
"1099160","Shrimp, coated, fried, made with cooking spray","2020-10-30"
"1099161","Shrimp, coated, fried, from fast food / restaurant","2020-10-30"
"1099162","Shrimp, coated, baked or broiled, made with oil","2020-10-30"
"1099163","Shrimp, coated, baked or broiled, made with butter","2020-10-30"
"1099164","Shrimp, coated, baked or broiled, made with margarine","2020-10-30"
"1099165","Shrimp, coated, baked or broiled, no added fat","2020-10-30"
"1099166","Shrimp, coated, baked or broiled, made with cooking spray","2020-10-30"
"1099167","Shrimp, dried","2020-10-30"
"1099168","Shrimp, canned","2020-10-30"
"1099169","Snails, cooked, NS as to cooking method","2020-10-30"
"1099170","Beef with tomato-based sauce","2020-10-30"
"1099171","Beef goulash","2020-10-30"
"1099172","Beef burgundy","2020-10-30"
"1099173","Beef stew, no potatoes, tomato-based sauce, Mexican style","2020-10-30"
"1099174","Beef stew, no potatoes, tomato-based sauce, with chili peppers, Mexican style","2020-10-30"
"1099175","Chili con carne, NS as to beans","2020-10-30"
"1099176","Chili con carne with beans, from restaurant","2020-10-30"
"1099177","Chili con carne with beans, home recipe","2020-10-30"
"1099178","Chili con carne with beans, canned","2020-10-30"
"1099179","Chili con carne with beans","2020-10-30"
"1099180","Chili con carne without beans","2020-10-30"
"1099181","Chili con carne, NS as to beans, with cheese","2020-10-30"
"1099182","Chili con carne with beans and cheese","2020-10-30"
"1099183","Beef sloppy joe, no bun","2020-10-30"
"1099184","Beef with gravy","2020-10-30"
"1099185","Salisbury steak with gravy","2020-10-30"
"1099186","Beef with cream or white sauce","2020-10-30"
"1099187","Beef stroganoff","2020-10-30"
"1099188","Creamed chipped or dried beef","2020-10-30"
"1099189","Swedish meatballs with cream or white sauce","2020-10-30"
"1099190","Beef with mushroom sauce","2020-10-30"
"1099191","Beef with soy-based sauce","2020-10-30"
"1099192","Steak teriyaki","2020-10-30"
"1099193","Beef curry","2020-10-30"
"1099194","Beef curry with rice","2020-10-30"
"1099195","Beef with barbecue sauce","2020-10-30"
"1099196","Beef with sweet and sour sauce","2020-10-30"
"1099197","Stewed seasoned ground beef, Mexican style","2020-10-30"
"1099198","Steak tartare","2020-10-30"
"1099199","Meatballs, Puerto Rican style","2020-10-30"
"1099200","Stewed seasoned ground beef, Puerto Rican style","2020-10-30"
"1099201","Stewed dried beef, Puerto Rican style","2020-10-30"
"1099202","Stuffed pot roast, Puerto Rican style, NFS","2020-10-30"
